Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-19T17:14:59+01:00,142,123
Bergkirchen,2020-11-19T17:14:59+01:00,132,104
Dachau,2020-11-19T17:14:59+01:00,871,717
Erdweg,2020-11-19T17:14:59+01:00,82,62
Haimhausen,2020-11-19T17:14:59+01:00,63,57
Hebertshausen,2020-11-19T17:14:59+01:00,62,57
Hilgertshausen-Tandern,2020-11-19T17:14:59+01:00,34,22
Karlsfeld,2020-11-19T17:14:59+01:00,600,412
Markt Indersdorf,2020-11-19T17:14:59+01:00,147,124
Odelzhausen,2020-11-19T17:14:59+01:00,85,60
Petershausen,2020-11-19T17:14:59+01:00,59,51
Pfaffenhofen a.d. Glonn,2020-11-19T17:14:59+01:00,29,24
Röhrmoos,2020-11-19T17:14:59+01:00,169,145
Schwabhausen,2020-11-19T17:14:59+01:00,113,96
Sulzemoos,2020-11-19T17:14:59+01:00,48,37
Vierkirchen,2020-11-19T17:14:59+01:00,54,51
Weichs,2020-11-19T17:14:59+01:00,44,42
