Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-24T17:13:04+02:00,107,93
Bergkirchen,2020-10-24T17:13:04+02:00,83,76
Dachau,2020-10-24T17:13:04+02:00,468,389
Erdweg,2020-10-24T17:13:04+02:00,40,35
Haimhausen,2020-10-24T17:13:04+02:00,41,37
Hebertshausen,2020-10-24T17:13:04+02:00,40,34
Hilgertshausen-Tandern,2020-10-24T17:13:04+02:00,17,17
Karlsfeld,2020-10-24T17:13:04+02:00,278,233
Markt Indersdorf,2020-10-24T17:13:04+02:00,78,75
Odelzhausen,2020-10-24T17:13:04+02:00,36,22
Petershausen,2020-10-24T17:13:04+02:00,40,35
Pfaffenhofen a.d. Glonn,2020-10-24T17:13:04+02:00,13,10
Röhrmoos,2020-10-24T17:13:04+02:00,147,131
Schwabhausen,2020-10-24T17:13:04+02:00,58,51
Sulzemoos,2020-10-24T17:13:04+02:00,22,19
Vierkirchen,2020-10-24T17:13:04+02:00,43,38
Weichs,2020-10-24T17:13:04+02:00,31,30
