Kommune,Timestamp,Confirmed
Altomünster,2022-03-31T21:14:11+02:00,2685
Bergkirchen,2022-03-31T21:14:11+02:00,2561
Dachau,2022-03-31T21:14:11+02:00,15783
Erdweg,2022-03-31T21:14:11+02:00,1978
Haimhausen,2022-03-31T21:14:11+02:00,1708
Hebertshausen,2022-03-31T21:14:11+02:00,1702
Hilgertshausen-Tandern,2022-03-31T21:14:11+02:00,965
Karlsfeld,2022-03-31T21:14:11+02:00,7727
Markt Indersdorf,2022-03-31T21:14:11+02:00,3347
Odelzhausen,2022-03-31T21:14:11+02:00,1752
Petershausen,2022-03-31T21:14:11+02:00,1986
Pfaffenhofen a.d. Glonn,2022-03-31T21:14:11+02:00,680
Röhrmoos,2022-03-31T21:14:11+02:00,2270
Schwabhausen,2022-03-31T21:14:11+02:00,1982
Sulzemoos,2022-03-31T21:14:11+02:00,980
Vierkirchen,2022-03-31T21:14:11+02:00,1353
Weichs,2022-03-31T21:14:11+02:00,1176
