Kommune,Timestamp,Confirmed
Altomünster,2022-03-10T21:13:04+01:00,2022
Bergkirchen,2022-03-10T21:13:04+01:00,2065
Dachau,2022-03-10T21:13:04+01:00,12945
Erdweg,2022-03-10T21:13:04+01:00,1620
Haimhausen,2022-03-10T21:13:04+01:00,1328
Hebertshausen,2022-03-10T21:13:04+01:00,1348
Hilgertshausen-Tandern,2022-03-10T21:13:04+01:00,743
Karlsfeld,2022-03-10T21:13:04+01:00,6536
Markt Indersdorf,2022-03-10T21:13:04+01:00,2701
Odelzhausen,2022-03-10T21:13:04+01:00,1458
Petershausen,2022-03-10T21:13:04+01:00,1537
Pfaffenhofen a.d. Glonn,2022-03-10T21:13:04+01:00,570
Röhrmoos,2022-03-10T21:13:04+01:00,1751
Schwabhausen,2022-03-10T21:13:04+01:00,1591
Sulzemoos,2022-03-10T21:13:04+01:00,696
Vierkirchen,2022-03-10T21:13:04+01:00,1010
Weichs,2022-03-10T21:13:04+01:00,955
