Kommune,Timestamp,Confirmed
Altomünster,2021-11-19T15:14:56+01:00,564
Bergkirchen,2021-11-19T15:14:56+01:00,516
Dachau,2021-11-19T15:14:56+01:00,3848
Erdweg,2021-11-19T15:14:56+01:00,445
Haimhausen,2021-11-19T15:14:56+01:00,366
Hebertshausen,2021-11-19T15:14:56+01:00,342
Hilgertshausen-Tandern,2021-11-19T15:14:56+01:00,232
Karlsfeld,2021-11-19T15:14:56+01:00,2024
Markt Indersdorf,2021-11-19T15:14:56+01:00,802
Odelzhausen,2021-11-19T15:14:56+01:00,386
Petershausen,2021-11-19T15:14:56+01:00,460
Pfaffenhofen a.d. Glonn,2021-11-19T15:14:56+01:00,139
Röhrmoos,2021-11-19T15:14:56+01:00,549
Schwabhausen,2021-11-19T15:14:56+01:00,462
Sulzemoos,2021-11-19T15:14:56+01:00,195
Vierkirchen,2021-11-19T15:14:56+01:00,350
Weichs,2021-11-19T15:14:56+01:00,295
