Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-05T17:14:08+01:00,292,280
Bergkirchen,2021-03-05T17:14:08+01:00,253,241
Dachau,2021-03-05T17:14:08+01:00,1863,1811
Erdweg,2021-03-05T17:14:08+01:00,219,210
Haimhausen,2021-03-05T17:14:08+01:00,172,171
Hebertshausen,2021-03-05T17:14:08+01:00,128,125
Hilgertshausen-Tandern,2021-03-05T17:14:08+01:00,96,91
Karlsfeld,2021-03-05T17:14:08+01:00,1107,1054
Markt Indersdorf,2021-03-05T17:14:08+01:00,370,350
Odelzhausen,2021-03-05T17:14:08+01:00,169,162
Petershausen,2021-03-05T17:14:08+01:00,141,136
Pfaffenhofen a.d. Glonn,2021-03-05T17:14:08+01:00,74,72
Röhrmoos,2021-03-05T17:14:08+01:00,333,316
Schwabhausen,2021-03-05T17:14:08+01:00,215,210
Sulzemoos,2021-03-05T17:14:08+01:00,96,95
Vierkirchen,2021-03-05T17:14:08+01:00,146,140
Weichs,2021-03-05T17:14:08+01:00,159,136
