Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-11T17:13:57+01:00,196,163
Bergkirchen,2020-12-11T17:13:57+01:00,170,153
Dachau,2020-12-11T17:13:57+01:00,1290,1107
Erdweg,2020-12-11T17:13:57+01:00,119,99
Haimhausen,2020-12-11T17:13:57+01:00,113,97
Hebertshausen,2020-12-11T17:13:57+01:00,90,80
Hilgertshausen-Tandern,2020-12-11T17:13:57+01:00,54,38
Karlsfeld,2020-12-11T17:13:57+01:00,838,674
Markt Indersdorf,2020-12-11T17:13:57+01:00,238,180
Odelzhausen,2020-12-11T17:13:57+01:00,116,103
Petershausen,2020-12-11T17:13:57+01:00,85,70
Pfaffenhofen a.d. Glonn,2020-12-11T17:13:57+01:00,42,34
Röhrmoos,2020-12-11T17:13:57+01:00,192,173
Schwabhausen,2020-12-11T17:13:57+01:00,151,133
Sulzemoos,2020-12-11T17:13:57+01:00,68,60
Vierkirchen,2020-12-11T17:13:57+01:00,68,60
Weichs,2020-12-11T17:13:57+01:00,58,45
