Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-19T17:12:28+01:00,304,287
Bergkirchen,2021-03-19T17:12:28+01:00,261,246
Dachau,2021-03-19T17:12:28+01:00,1924,1849
Erdweg,2021-03-19T17:12:28+01:00,223,218
Haimhausen,2021-03-19T17:12:28+01:00,179,172
Hebertshausen,2021-03-19T17:12:28+01:00,134,127
Hilgertshausen-Tandern,2021-03-19T17:12:28+01:00,105,95
Karlsfeld,2021-03-19T17:12:28+01:00,1149,1078
Markt Indersdorf,2021-03-19T17:12:28+01:00,431,355
Odelzhausen,2021-03-19T17:12:28+01:00,183,165
Petershausen,2021-03-19T17:12:28+01:00,156,141
Pfaffenhofen a.d. Glonn,2021-03-19T17:12:28+01:00,76,73
Röhrmoos,2021-03-19T17:12:28+01:00,340,317
Schwabhausen,2021-03-19T17:12:28+01:00,225,213
Sulzemoos,2021-03-19T17:12:28+01:00,99,95
Vierkirchen,2021-03-19T17:12:28+01:00,155,145
Weichs,2021-03-19T17:12:28+01:00,160,138
