Kommune,Timestamp,Recovered
Altomünster,2021-10-04T21:14:56+02:00,446
Bergkirchen,2021-10-04T21:14:56+02:00,421
Dachau,2021-10-04T21:14:56+02:00,2944
Erdweg,2021-10-04T21:14:56+02:00,365
Haimhausen,2021-10-04T21:14:56+02:00,263
Hebertshausen,2021-10-04T21:14:56+02:00,239
Hilgertshausen-Tandern,2021-10-04T21:14:56+02:00,165
Karlsfeld,2021-10-04T21:14:56+02:00,1595
Markt Indersdorf,2021-10-04T21:14:56+02:00,634
Odelzhausen,2021-10-04T21:14:56+02:00,299
Petershausen,2021-10-04T21:14:56+02:00,308
Pfaffenhofen a.d. Glonn,2021-10-04T21:14:56+02:00,107
Röhrmoos,2021-10-04T21:14:56+02:00,428
Schwabhausen,2021-10-04T21:14:56+02:00,362
Sulzemoos,2021-10-04T21:14:56+02:00,138
Vierkirchen,2021-10-04T21:14:56+02:00,270
Weichs,2021-10-04T21:14:56+02:00,204
