Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-07T17:14:37+01:00,182,149
Bergkirchen,2020-12-07T17:14:37+01:00,164,143
Dachau,2020-12-07T17:14:37+01:00,1206,1037
Erdweg,2020-12-07T17:14:37+01:00,111,91
Haimhausen,2020-12-07T17:14:37+01:00,110,78
Hebertshausen,2020-12-07T17:14:37+01:00,87,72
Hilgertshausen-Tandern,2020-12-07T17:14:37+01:00,44,37
Karlsfeld,2020-12-07T17:14:37+01:00,774,639
Markt Indersdorf,2020-12-07T17:14:37+01:00,217,174
Odelzhausen,2020-12-07T17:14:37+01:00,111,97
Petershausen,2020-12-07T17:14:37+01:00,80,67
Pfaffenhofen a.d. Glonn,2020-12-07T17:14:37+01:00,36,32
Röhrmoos,2020-12-07T17:14:37+01:00,190,167
Schwabhausen,2020-12-07T17:14:37+01:00,142,127
Sulzemoos,2020-12-07T17:14:37+01:00,65,53
Vierkirchen,2020-12-07T17:14:37+01:00,64,59
Weichs,2020-12-07T17:14:37+01:00,48,45
