Kommune,Timestamp,Confirmed
Altomünster,2021-12-16T21:10:28+01:00,712
Bergkirchen,2021-12-16T21:10:28+01:00,676
Dachau,2021-12-16T21:10:28+01:00,4874
Erdweg,2021-12-16T21:10:28+01:00,552
Haimhausen,2021-12-16T21:10:28+01:00,439
Hebertshausen,2021-12-16T21:10:28+01:00,442
Hilgertshausen-Tandern,2021-12-16T21:10:28+01:00,284
Karlsfeld,2021-12-16T21:10:28+01:00,2506
Markt Indersdorf,2021-12-16T21:10:28+01:00,1020
Odelzhausen,2021-12-16T21:10:28+01:00,506
Petershausen,2021-12-16T21:10:28+01:00,567
Pfaffenhofen a.d. Glonn,2021-12-16T21:10:28+01:00,193
Röhrmoos,2021-12-16T21:10:28+01:00,712
Schwabhausen,2021-12-16T21:10:28+01:00,640
Sulzemoos,2021-12-16T21:10:28+01:00,256
Vierkirchen,2021-12-16T21:10:28+01:00,426
Weichs,2021-12-16T21:10:28+01:00,412
