Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-29T17:13:25+01:00,270,260
Bergkirchen,2021-01-29T17:13:25+01:00,234,216
Dachau,2021-01-29T17:13:25+01:00,1790,1706
Erdweg,2021-01-29T17:13:25+01:00,187,182
Haimhausen,2021-01-29T17:13:25+01:00,169,167
Hebertshausen,2021-01-29T17:13:25+01:00,122,114
Hilgertshausen-Tandern,2021-01-29T17:13:25+01:00,87,78
Karlsfeld,2021-01-29T17:13:25+01:00,1058,997
Markt Indersdorf,2021-01-29T17:13:25+01:00,344,307
Odelzhausen,2021-01-29T17:13:25+01:00,143,138
Petershausen,2021-01-29T17:13:25+01:00,124,103
Pfaffenhofen a.d. Glonn,2021-01-29T17:13:25+01:00,63,61
Röhrmoos,2021-01-29T17:13:25+01:00,322,258
Schwabhausen,2021-01-29T17:13:25+01:00,209,203
Sulzemoos,2021-01-29T17:13:25+01:00,90,87
Vierkirchen,2021-01-29T17:13:25+01:00,141,138
Weichs,2021-01-29T17:13:25+01:00,132,90
