Kommune,Timestamp,Confirmed
Altomünster,2021-10-07T21:14:37+02:00,477
Bergkirchen,2021-10-07T21:14:37+02:00,435
Dachau,2021-10-07T21:14:37+02:00,3075
Erdweg,2021-10-07T21:14:37+02:00,391
Haimhausen,2021-10-07T21:14:37+02:00,275
Hebertshausen,2021-10-07T21:14:37+02:00,245
Hilgertshausen-Tandern,2021-10-07T21:14:37+02:00,176
Karlsfeld,2021-10-07T21:14:37+02:00,1718
Markt Indersdorf,2021-10-07T21:14:37+02:00,664
Odelzhausen,2021-10-07T21:14:37+02:00,327
Petershausen,2021-10-07T21:14:37+02:00,366
Pfaffenhofen a.d. Glonn,2021-10-07T21:14:37+02:00,110
Röhrmoos,2021-10-07T21:14:37+02:00,461
Schwabhausen,2021-10-07T21:14:37+02:00,379
Sulzemoos,2021-10-07T21:14:37+02:00,148
Vierkirchen,2021-10-07T21:14:37+02:00,277
Weichs,2021-10-07T21:14:37+02:00,230
