Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-01T18:13:30+01:00,115,103
Bergkirchen,2020-11-01T18:13:30+01:00,92,78
Dachau,2020-11-01T18:13:30+01:00,556,453
Erdweg,2020-11-01T18:13:30+01:00,47,39
Haimhausen,2020-11-01T18:13:30+01:00,48,40
Hebertshausen,2020-11-01T18:13:30+01:00,46,38
Hilgertshausen-Tandern,2020-11-01T18:13:30+01:00,17,17
Karlsfeld,2020-11-01T18:13:30+01:00,309,263
Markt Indersdorf,2020-11-01T18:13:30+01:00,89,77
Odelzhausen,2020-11-01T18:13:30+01:00,53,34
Petershausen,2020-11-01T18:13:30+01:00,44,38
Pfaffenhofen a.d. Glonn,2020-11-01T18:13:30+01:00,18,13
Röhrmoos,2020-11-01T18:13:30+01:00,152,135
Schwabhausen,2020-11-01T18:13:30+01:00,67,56
Sulzemoos,2020-11-01T18:13:30+01:00,22,20
Vierkirchen,2020-11-01T18:13:30+01:00,48,44
Weichs,2020-11-01T18:13:30+01:00,37,32
