Kommune,Timestamp,Recovered
Altomünster,2021-11-04T21:13:57+01:00,488
Bergkirchen,2021-11-04T21:13:57+01:00,433
Dachau,2021-11-04T21:13:57+01:00,3209
Erdweg,2021-11-04T21:13:57+01:00,404
Haimhausen,2021-11-04T21:13:57+01:00,291
Hebertshausen,2021-11-04T21:13:57+01:00,251
Hilgertshausen-Tandern,2021-11-04T21:13:57+01:00,191
Karlsfeld,2021-11-04T21:13:57+01:00,1714
Markt Indersdorf,2021-11-04T21:13:57+01:00,660
Odelzhausen,2021-11-04T21:13:57+01:00,338
Petershausen,2021-11-04T21:13:57+01:00,400
Pfaffenhofen a.d. Glonn,2021-11-04T21:13:57+01:00,115
Röhrmoos,2021-11-04T21:13:57+01:00,467
Schwabhausen,2021-11-04T21:13:57+01:00,387
Sulzemoos,2021-11-04T21:13:57+01:00,151
Vierkirchen,2021-11-04T21:13:57+01:00,286
Weichs,2021-11-04T21:13:57+01:00,218
