Kommune,Timestamp,Recovered
Altomünster,2022-05-09T21:13:40+02:00,3044
Bergkirchen,2022-05-09T21:13:40+02:00,2856
Dachau,2022-05-09T21:13:40+02:00,17718
Erdweg,2022-05-09T21:13:40+02:00,2298
Haimhausen,2022-05-09T21:13:40+02:00,1970
Hebertshausen,2022-05-09T21:13:40+02:00,1946
Hilgertshausen-Tandern,2022-05-09T21:13:40+02:00,1129
Karlsfeld,2022-05-09T21:13:40+02:00,8386
Markt Indersdorf,2022-05-09T21:13:40+02:00,3850
Odelzhausen,2022-05-09T21:13:40+02:00,1945
Petershausen,2022-05-09T21:13:40+02:00,2260
Pfaffenhofen a.d. Glonn,2022-05-09T21:13:40+02:00,778
Röhrmoos,2022-05-09T21:13:40+02:00,2562
Schwabhausen,2022-05-09T21:13:40+02:00,2322
Sulzemoos,2022-05-09T21:13:40+02:00,1115
Vierkirchen,2022-05-09T21:13:40+02:00,1602
Weichs,2022-05-09T21:13:40+02:00,1289
