Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-17T17:15:20+01:00,136,117
Bergkirchen,2020-11-17T17:15:20+01:00,128,102
Dachau,2020-11-17T17:15:20+01:00,840,692
Erdweg,2020-11-17T17:15:20+01:00,72,59
Haimhausen,2020-11-17T17:15:20+01:00,59,57
Hebertshausen,2020-11-17T17:15:20+01:00,62,56
Hilgertshausen-Tandern,2020-11-17T17:15:20+01:00,33,22
Karlsfeld,2020-11-17T17:15:20+01:00,547,397
Markt Indersdorf,2020-11-17T17:15:20+01:00,144,122
Odelzhausen,2020-11-17T17:15:20+01:00,68,60
Petershausen,2020-11-17T17:15:20+01:00,55,49
Pfaffenhofen a.d. Glonn,2020-11-17T17:15:20+01:00,29,23
Röhrmoos,2020-11-17T17:15:20+01:00,169,145
Schwabhausen,2020-11-17T17:15:20+01:00,110,92
Sulzemoos,2020-11-17T17:15:20+01:00,46,33
Vierkirchen,2020-11-17T17:15:20+01:00,53,51
Weichs,2020-11-17T17:15:20+01:00,44,42
