Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-05-16T21:30:00+02:00,87,84
Bergkirchen,2020-05-16T21:30:00+02:00,64,59
Dachau,2020-05-16T21:30:00+02:00,210,198
Erdweg,2020-05-16T21:30:00+02:00,26,24
Haimhausen,2020-05-16T21:30:00+02:00,28,27
Hebertshausen,2020-05-16T21:30:00+02:00,27,26
Hilgertshausen-Tandern,2020-05-16T21:30:00+02:00,14,13
Karlsfeld,2020-05-16T21:30:00+02:00,136,123
Markt Indersdorf,2020-05-16T21:30:00+02:00,54,50
Odelzhausen,2020-05-16T21:30:00+02:00,21,17
Petershausen,2020-05-16T21:30:00+02:00,31,30
Pfaffenhofen a.d. Glonn,2020-05-16T21:30:00+02:00,8,8
Röhrmoos,2020-05-16T21:30:00+02:00,113,102
Schwabhausen,2020-05-16T21:30:00+02:00,30,28
Sulzemoos,2020-05-16T21:30:00+02:00,12,11
Vierkirchen,2020-05-16T21:30:00+02:00,31,25
Weichs,2020-05-16T21:30:00+02:00,18,16
