Kommune,Timestamp,Confirmed
Altomünster,2021-05-14T09:12:58+02:00,408
Bergkirchen,2021-05-14T09:12:58+02:00,371
Dachau,2021-05-14T09:12:58+02:00,2485
Erdweg,2021-05-14T09:12:58+02:00,315
Haimhausen,2021-05-14T09:12:58+02:00,222
Hebertshausen,2021-05-14T09:12:58+02:00,222
Hilgertshausen-Tandern,2021-05-14T09:12:58+02:00,149
Karlsfeld,2021-05-14T09:12:58+02:00,1414
Markt Indersdorf,2021-05-14T09:12:58+02:00,582
Odelzhausen,2021-05-14T09:12:58+02:00,247
Petershausen,2021-05-14T09:12:58+02:00,254
Pfaffenhofen a.d. Glonn,2021-05-14T09:12:58+02:00,95
Röhrmoos,2021-05-14T09:12:58+02:00,408
Schwabhausen,2021-05-14T09:12:58+02:00,302
Sulzemoos,2021-05-14T09:12:58+02:00,129
Vierkirchen,2021-05-14T09:12:58+02:00,233
Weichs,2021-05-14T09:12:58+02:00,198
