Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-31T18:14:08+01:00,112,103
Bergkirchen,2020-10-31T18:14:08+01:00,88,78
Dachau,2020-10-31T18:14:08+01:00,530,441
Erdweg,2020-10-31T18:14:08+01:00,47,38
Haimhausen,2020-10-31T18:14:08+01:00,44,40
Hebertshausen,2020-10-31T18:14:08+01:00,46,37
Hilgertshausen-Tandern,2020-10-31T18:14:08+01:00,17,17
Karlsfeld,2020-10-31T18:14:08+01:00,300,261
Markt Indersdorf,2020-10-31T18:14:08+01:00,86,76
Odelzhausen,2020-10-31T18:14:08+01:00,51,34
Petershausen,2020-10-31T18:14:08+01:00,44,38
Pfaffenhofen a.d. Glonn,2020-10-31T18:14:08+01:00,18,13
Röhrmoos,2020-10-31T18:14:08+01:00,149,135
Schwabhausen,2020-10-31T18:14:08+01:00,63,56
Sulzemoos,2020-10-31T18:14:08+01:00,22,20
Vierkirchen,2020-10-31T18:14:08+01:00,47,44
Weichs,2020-10-31T18:14:08+01:00,36,31
