Kommune,Timestamp,Confirmed
Altomünster,2022-03-17T21:12:36+01:00,2239
Bergkirchen,2022-03-17T21:12:36+01:00,2203
Dachau,2022-03-17T21:12:36+01:00,13780
Erdweg,2022-03-17T21:12:36+01:00,1741
Haimhausen,2022-03-17T21:12:36+01:00,1447
Hebertshausen,2022-03-17T21:12:36+01:00,1441
Hilgertshausen-Tandern,2022-03-17T21:12:36+01:00,822
Karlsfeld,2022-03-17T21:12:36+01:00,6967
Markt Indersdorf,2022-03-17T21:12:36+01:00,2936
Odelzhausen,2022-03-17T21:12:36+01:00,1594
Petershausen,2022-03-17T21:12:36+01:00,1706
Pfaffenhofen a.d. Glonn,2022-03-17T21:12:36+01:00,607
Röhrmoos,2022-03-17T21:12:36+01:00,1918
Schwabhausen,2022-03-17T21:12:36+01:00,1739
Sulzemoos,2022-03-17T21:12:36+01:00,784
Vierkirchen,2022-03-17T21:12:36+01:00,1130
Weichs,2022-03-17T21:12:36+01:00,1049
