Kommune,Timestamp,Recovered
Altomünster,2022-06-30T15:14:30+02:00,3298
Bergkirchen,2022-06-30T15:14:30+02:00,3152
Dachau,2022-06-30T15:14:30+02:00,19663
Erdweg,2022-06-30T15:14:30+02:00,2601
Haimhausen,2022-06-30T15:14:30+02:00,2340
Hebertshausen,2022-06-30T15:14:30+02:00,2237
Hilgertshausen-Tandern,2022-06-30T15:14:30+02:00,1303
Karlsfeld,2022-06-30T15:14:30+02:00,9115
Markt Indersdorf,2022-06-30T15:14:30+02:00,4326
Odelzhausen,2022-06-30T15:14:30+02:00,2140
Petershausen,2022-06-30T15:14:30+02:00,2556
Pfaffenhofen a.d. Glonn,2022-06-30T15:14:30+02:00,919
Röhrmoos,2022-06-30T15:14:30+02:00,2962
Schwabhausen,2022-06-30T15:14:30+02:00,2679
Sulzemoos,2022-06-30T15:14:30+02:00,1249
Vierkirchen,2022-06-30T15:14:30+02:00,1817
Weichs,2022-06-30T15:14:30+02:00,1421
