Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-29T17:13:39+01:00,112,99
Bergkirchen,2020-10-29T17:13:39+01:00,87,78
Dachau,2020-10-29T17:13:39+01:00,515,424
Erdweg,2020-10-29T17:13:39+01:00,43,37
Haimhausen,2020-10-29T17:13:39+01:00,43,38
Hebertshausen,2020-10-29T17:13:39+01:00,45,37
Hilgertshausen-Tandern,2020-10-29T17:13:39+01:00,17,17
Karlsfeld,2020-10-29T17:13:39+01:00,290,256
Markt Indersdorf,2020-10-29T17:13:39+01:00,81,76
Odelzhausen,2020-10-29T17:13:39+01:00,46,28
Petershausen,2020-10-29T17:13:39+01:00,44,37
Pfaffenhofen a.d. Glonn,2020-10-29T17:13:39+01:00,16,12
Röhrmoos,2020-10-29T17:13:39+01:00,148,135
Schwabhausen,2020-10-29T17:13:39+01:00,60,54
Sulzemoos,2020-10-29T17:13:39+01:00,22,20
Vierkirchen,2020-10-29T17:13:39+01:00,47,42
Weichs,2020-10-29T17:13:39+01:00,35,30
