Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-12T17:13:23+01:00,298,281
Bergkirchen,2021-03-12T17:13:23+01:00,257,245
Dachau,2021-03-12T17:13:23+01:00,1889,1833
Erdweg,2021-03-12T17:13:23+01:00,220,212
Haimhausen,2021-03-12T17:13:23+01:00,173,172
Hebertshausen,2021-03-12T17:13:23+01:00,132,126
Hilgertshausen-Tandern,2021-03-12T17:13:23+01:00,101,94
Karlsfeld,2021-03-12T17:13:23+01:00,1131,1057
Markt Indersdorf,2021-03-12T17:13:23+01:00,389,353
Odelzhausen,2021-03-12T17:13:23+01:00,177,164
Petershausen,2021-03-12T17:13:23+01:00,147,138
Pfaffenhofen a.d. Glonn,2021-03-12T17:13:23+01:00,75,73
Röhrmoos,2021-03-12T17:13:23+01:00,335,318
Schwabhausen,2021-03-12T17:13:23+01:00,218,210
Sulzemoos,2021-03-12T17:13:23+01:00,97,95
Vierkirchen,2021-03-12T17:13:23+01:00,149,143
Weichs,2021-03-12T17:13:23+01:00,159,138
