Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-02T17:13:22+01:00,283,277
Bergkirchen,2021-03-02T17:13:22+01:00,252,241
Dachau,2021-03-02T17:13:22+01:00,1851,1809
Erdweg,2021-03-02T17:13:22+01:00,215,201
Haimhausen,2021-03-02T17:13:22+01:00,172,170
Hebertshausen,2021-03-02T17:13:22+01:00,127,125
Hilgertshausen-Tandern,2021-03-02T17:13:22+01:00,96,89
Karlsfeld,2021-03-02T17:13:22+01:00,1100,1054
Markt Indersdorf,2021-03-02T17:13:22+01:00,366,348
Odelzhausen,2021-03-02T17:13:22+01:00,167,162
Petershausen,2021-03-02T17:13:22+01:00,141,135
Pfaffenhofen a.d. Glonn,2021-03-02T17:13:22+01:00,74,72
Röhrmoos,2021-03-02T17:13:22+01:00,333,313
Schwabhausen,2021-03-02T17:13:22+01:00,214,210
Sulzemoos,2021-03-02T17:13:22+01:00,96,95
Vierkirchen,2021-03-02T17:13:22+01:00,145,140
Weichs,2021-03-02T17:13:22+01:00,160,137
