Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-21T17:14:11+01:00,152,125
Bergkirchen,2020-11-21T17:14:11+01:00,138,106
Dachau,2020-11-21T17:14:11+01:00,920,735
Erdweg,2020-11-21T17:14:11+01:00,82,64
Haimhausen,2020-11-21T17:14:11+01:00,68,57
Hebertshausen,2020-11-21T17:14:11+01:00,64,59
Hilgertshausen-Tandern,2020-11-21T17:14:11+01:00,34,23
Karlsfeld,2020-11-21T17:14:11+01:00,616,422
Markt Indersdorf,2020-11-21T17:14:11+01:00,152,127
Odelzhausen,2020-11-21T17:14:11+01:00,89,61
Petershausen,2020-11-21T17:14:11+01:00,60,52
Pfaffenhofen a.d. Glonn,2020-11-21T17:14:11+01:00,29,26
Röhrmoos,2020-11-21T17:14:11+01:00,169,148
Schwabhausen,2020-11-21T17:14:11+01:00,119,99
Sulzemoos,2020-11-21T17:14:11+01:00,49,38
Vierkirchen,2020-11-21T17:14:11+01:00,55,51
Weichs,2020-11-21T17:14:11+01:00,45,42
