Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-20T17:13:36+02:00,100,92
Bergkirchen,2020-10-20T17:13:36+02:00,82,69
Dachau,2020-10-20T17:13:36+02:00,427,374
Erdweg,2020-10-20T17:13:36+02:00,35,35
Haimhausen,2020-10-20T17:13:36+02:00,39,37
Hebertshausen,2020-10-20T17:13:36+02:00,36,34
Hilgertshausen-Tandern,2020-10-20T17:13:36+02:00,17,16
Karlsfeld,2020-10-20T17:13:36+02:00,260,228
Markt Indersdorf,2020-10-20T17:13:36+02:00,77,72
Odelzhausen,2020-10-20T17:13:36+02:00,28,22
Petershausen,2020-10-20T17:13:36+02:00,39,34
Pfaffenhofen a.d. Glonn,2020-10-20T17:13:36+02:00,12,9
Röhrmoos,2020-10-20T17:13:36+02:00,147,126
Schwabhausen,2020-10-20T17:13:36+02:00,55,47
Sulzemoos,2020-10-20T17:13:36+02:00,22,19
Vierkirchen,2020-10-20T17:13:36+02:00,42,35
Weichs,2020-10-20T17:13:36+02:00,30,28
