Kommune,Timestamp,Recovered
Altomünster,2022-03-24T22:12:41+01:00,1459
Bergkirchen,2022-03-24T22:12:41+01:00,1475
Dachau,2022-03-24T22:12:41+01:00,9781
Erdweg,2022-03-24T22:12:41+01:00,1182
Haimhausen,2022-03-24T22:12:41+01:00,994
Hebertshausen,2022-03-24T22:12:41+01:00,934
Hilgertshausen-Tandern,2022-03-24T22:12:41+01:00,509
Karlsfeld,2022-03-24T22:12:41+01:00,4812
Markt Indersdorf,2022-03-24T22:12:41+01:00,2074
Odelzhausen,2022-03-24T22:12:41+01:00,1000
Petershausen,2022-03-24T22:12:41+01:00,1059
Pfaffenhofen a.d. Glonn,2022-03-24T22:12:41+01:00,416
Röhrmoos,2022-03-24T22:12:41+01:00,1312
Schwabhausen,2022-03-24T22:12:41+01:00,1168
Sulzemoos,2022-03-24T22:12:41+01:00,501
Vierkirchen,2022-03-24T22:12:41+01:00,767
Weichs,2022-03-24T22:12:41+01:00,724
