Kommune,Timestamp,Confirmed
Altomünster,2022-04-11T21:13:13+02:00,2845
Bergkirchen,2022-04-11T21:13:13+02:00,2693
Dachau,2022-04-11T21:13:13+02:00,16684
Erdweg,2022-04-11T21:13:13+02:00,2108
Haimhausen,2022-04-11T21:13:13+02:00,1817
Hebertshausen,2022-04-11T21:13:13+02:00,1787
Hilgertshausen-Tandern,2022-04-11T21:13:13+02:00,1031
Karlsfeld,2022-04-11T21:13:13+02:00,7996
Markt Indersdorf,2022-04-11T21:13:13+02:00,3511
Odelzhausen,2022-04-11T21:13:13+02:00,1852
Petershausen,2022-04-11T21:13:13+02:00,2095
Pfaffenhofen a.d. Glonn,2022-04-11T21:13:13+02:00,717
Röhrmoos,2022-04-11T21:13:13+02:00,2376
Schwabhausen,2022-04-11T21:13:13+02:00,2135
Sulzemoos,2022-04-11T21:13:13+02:00,1043
Vierkirchen,2022-04-11T21:13:13+02:00,1442
Weichs,2022-04-11T21:13:13+02:00,1211
