Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-30T17:13:33+01:00,160,141
Bergkirchen,2020-11-30T17:13:33+01:00,154,131
Dachau,2020-11-30T17:13:33+01:00,1090,897
Erdweg,2020-11-30T17:13:33+01:00,94,79
Haimhausen,2020-11-30T17:13:33+01:00,98,68
Hebertshausen,2020-11-30T17:13:33+01:00,77,64
Hilgertshausen-Tandern,2020-11-30T17:13:33+01:00,38,33
Karlsfeld,2020-11-30T17:13:33+01:00,702,529
Markt Indersdorf,2020-11-30T17:13:33+01:00,183,150
Odelzhausen,2020-11-30T17:13:33+01:00,102,75
Petershausen,2020-11-30T17:13:33+01:00,73,58
Pfaffenhofen a.d. Glonn,2020-11-30T17:13:33+01:00,33,29
Röhrmoos,2020-11-30T17:13:33+01:00,175,159
Schwabhausen,2020-11-30T17:13:33+01:00,132,117
Sulzemoos,2020-11-30T17:13:33+01:00,58,46
Vierkirchen,2020-11-30T17:13:33+01:00,60,55
Weichs,2020-11-30T17:13:33+01:00,45,45
