Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-13T17:13:23+01:00,127,116
Bergkirchen,2020-11-13T17:13:23+01:00,120,96
Dachau,2020-11-13T17:13:23+01:00,783,631
Erdweg,2020-11-13T17:13:23+01:00,67,53
Haimhausen,2020-11-13T17:13:23+01:00,59,53
Hebertshausen,2020-11-13T17:13:23+01:00,61,47
Hilgertshausen-Tandern,2020-11-13T17:13:23+01:00,31,18
Karlsfeld,2020-11-13T17:13:23+01:00,513,331
Markt Indersdorf,2020-11-13T17:13:23+01:00,136,100
Odelzhausen,2020-11-13T17:13:23+01:00,66,56
Petershausen,2020-11-13T17:13:23+01:00,54,44
Pfaffenhofen a.d. Glonn,2020-11-13T17:13:23+01:00,27,18
Röhrmoos,2020-11-13T17:13:23+01:00,163,143
Schwabhausen,2020-11-13T17:13:23+01:00,103,82
Sulzemoos,2020-11-13T17:13:23+01:00,45,26
Vierkirchen,2020-11-13T17:13:23+01:00,52,51
Weichs,2020-11-13T17:13:23+01:00,44,42
