Kommune,Timestamp,Recovered
Altomünster,2022-05-30T21:14:59+02:00,3177
Bergkirchen,2022-05-30T21:14:59+02:00,2992
Dachau,2022-05-30T21:14:59+02:00,18479
Erdweg,2022-05-30T21:14:59+02:00,2455
Haimhausen,2022-05-30T21:14:59+02:00,2165
Hebertshausen,2022-05-30T21:14:59+02:00,2063
Hilgertshausen-Tandern,2022-05-30T21:14:59+02:00,1211
Karlsfeld,2022-05-30T21:14:59+02:00,8721
Markt Indersdorf,2022-05-30T21:14:59+02:00,3993
Odelzhausen,2022-05-30T21:14:59+02:00,2057
Petershausen,2022-05-30T21:14:59+02:00,2402
Pfaffenhofen a.d. Glonn,2022-05-30T21:14:59+02:00,855
Röhrmoos,2022-05-30T21:14:59+02:00,2721
Schwabhausen,2022-05-30T21:14:59+02:00,2504
Sulzemoos,2022-05-30T21:14:59+02:00,1202
Vierkirchen,2022-05-30T21:14:59+02:00,1704
Weichs,2022-05-30T21:14:59+02:00,1351
