Kommune,Timestamp,Confirmed
Altomünster,2022-05-02T21:11:15+02:00,3080
Bergkirchen,2022-05-02T21:11:15+02:00,2876
Dachau,2022-05-02T21:11:15+02:00,17857
Erdweg,2022-05-02T21:11:15+02:00,2306
Haimhausen,2022-05-02T21:11:15+02:00,1989
Hebertshausen,2022-05-02T21:11:15+02:00,1960
Hilgertshausen-Tandern,2022-05-02T21:11:15+02:00,1140
Karlsfeld,2022-05-02T21:11:15+02:00,8475
Markt Indersdorf,2022-05-02T21:11:15+02:00,3891
Odelzhausen,2022-05-02T21:11:15+02:00,1971
Petershausen,2022-05-02T21:11:15+02:00,2273
Pfaffenhofen a.d. Glonn,2022-05-02T21:11:15+02:00,780
Röhrmoos,2022-05-02T21:11:15+02:00,2591
Schwabhausen,2022-05-02T21:11:15+02:00,2341
Sulzemoos,2022-05-02T21:11:15+02:00,1126
Vierkirchen,2022-05-02T21:11:15+02:00,1614
Weichs,2022-05-02T21:11:15+02:00,1321
