Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-12T23:56:00+02:00,94,92
Bergkirchen,2020-10-12T23:56:00+02:00,79,67
Dachau,2020-10-12T23:56:00+02:00,384,358
Erdweg,2020-10-12T23:56:00+02:00,35,33
Haimhausen,2020-10-12T23:56:00+02:00,37,34
Hebertshausen,2020-10-12T23:56:00+02:00,35,31
Hilgertshausen-Tandern,2020-10-12T23:56:00+02:00,16,16
Karlsfeld,2020-10-12T23:56:00+02:00,241,215
Markt Indersdorf,2020-10-12T23:56:00+02:00,73,72
Odelzhausen,2020-10-12T23:56:00+02:00,24,22
Petershausen,2020-10-12T23:56:00+02:00,35,33
Pfaffenhofen a.d. Glonn,2020-10-12T23:56:00+02:00,9,9
Röhrmoos,2020-10-12T23:56:00+02:00,142,122
Schwabhausen,2020-10-12T23:56:00+02:00,49,45
Sulzemoos,2020-10-12T23:56:00+02:00,20,14
Vierkirchen,2020-10-12T23:56:00+02:00,36,35
Weichs,2020-10-12T23:56:00+02:00,26,25
