Kommune,Timestamp,Confirmed
Altomünster,2022-09-27T12:07:53+02:00,3705
Bergkirchen,2022-09-27T12:07:53+02:00,3808
Dachau,2022-09-27T12:07:53+02:00,23641
Erdweg,2022-09-27T12:07:53+02:00,3147
Haimhausen,2022-09-27T12:07:53+02:00,2777
Hebertshausen,2022-09-27T12:07:53+02:00,2748
Hilgertshausen-Tandern,2022-09-27T12:07:53+02:00,1538
Karlsfeld,2022-09-27T12:07:53+02:00,10694
Markt Indersdorf,2022-09-27T12:07:53+02:00,5036
Odelzhausen,2022-09-27T12:07:53+02:00,2527
Petershausen,2022-09-27T12:07:53+02:00,3106
Pfaffenhofen a.d. Glonn,2022-09-27T12:07:53+02:00,1050
Röhrmoos,2022-09-27T12:07:53+02:00,3494
Schwabhausen,2022-09-27T12:07:53+02:00,3205
Sulzemoos,2022-09-27T12:07:53+02:00,1471
Vierkirchen,2022-09-27T12:07:53+02:00,2182
Weichs,2022-09-27T12:07:53+02:00,1728
