Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-24T17:14:11+01:00,239,206
Bergkirchen,2020-12-24T17:14:11+01:00,201,179
Dachau,2020-12-24T17:14:11+01:00,1499,1328
Erdweg,2020-12-24T17:14:11+01:00,155,133
Haimhausen,2020-12-24T17:14:11+01:00,136,119
Hebertshausen,2020-12-24T17:14:11+01:00,98,89
Hilgertshausen-Tandern,2020-12-24T17:14:11+01:00,65,56
Karlsfeld,2020-12-24T17:14:11+01:00,939,813
Markt Indersdorf,2020-12-24T17:14:11+01:00,279,233
Odelzhausen,2020-12-24T17:14:11+01:00,125,119
Petershausen,2020-12-24T17:14:11+01:00,88,82
Pfaffenhofen a.d. Glonn,2020-12-24T17:14:11+01:00,57,47
Röhrmoos,2020-12-24T17:14:11+01:00,203,185
Schwabhausen,2020-12-24T17:14:11+01:00,172,155
Sulzemoos,2020-12-24T17:14:11+01:00,79,73
Vierkirchen,2020-12-24T17:14:11+01:00,90,72
Weichs,2020-12-24T17:14:11+01:00,66,57
