Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-16T17:12:57+01:00,134,117
Bergkirchen,2020-11-16T17:12:57+01:00,126,100
Dachau,2020-11-16T17:12:57+01:00,828,671
Erdweg,2020-11-16T17:12:57+01:00,70,56
Haimhausen,2020-11-16T17:12:57+01:00,59,57
Hebertshausen,2020-11-16T17:12:57+01:00,61,56
Hilgertshausen-Tandern,2020-11-16T17:12:57+01:00,32,21
Karlsfeld,2020-11-16T17:12:57+01:00,543,372
Markt Indersdorf,2020-11-16T17:12:57+01:00,143,112
Odelzhausen,2020-11-16T17:12:57+01:00,68,59
Petershausen,2020-11-16T17:12:57+01:00,54,48
Pfaffenhofen a.d. Glonn,2020-11-16T17:12:57+01:00,29,19
Röhrmoos,2020-11-16T17:12:57+01:00,169,145
Schwabhausen,2020-11-16T17:12:57+01:00,110,87
Sulzemoos,2020-11-16T17:12:57+01:00,46,31
Vierkirchen,2020-11-16T17:12:57+01:00,53,51
Weichs,2020-11-16T17:12:57+01:00,44,42
