Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-28T17:13:32+01:00,270,259
Bergkirchen,2021-01-28T17:13:32+01:00,230,214
Dachau,2021-01-28T17:13:32+01:00,1783,1706
Erdweg,2021-01-28T17:13:32+01:00,187,181
Haimhausen,2021-01-28T17:13:32+01:00,169,166
Hebertshausen,2021-01-28T17:13:32+01:00,122,114
Hilgertshausen-Tandern,2021-01-28T17:13:32+01:00,86,77
Karlsfeld,2021-01-28T17:13:32+01:00,1057,997
Markt Indersdorf,2021-01-28T17:13:32+01:00,344,307
Odelzhausen,2021-01-28T17:13:32+01:00,143,138
Petershausen,2021-01-28T17:13:32+01:00,120,103
Pfaffenhofen a.d. Glonn,2021-01-28T17:13:32+01:00,63,61
Röhrmoos,2021-01-28T17:13:32+01:00,318,230
Schwabhausen,2021-01-28T17:13:32+01:00,209,203
Sulzemoos,2021-01-28T17:13:32+01:00,90,87
Vierkirchen,2021-01-28T17:13:32+01:00,141,138
Weichs,2021-01-28T17:13:32+01:00,132,90
