Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-15T17:14:18+01:00,133,116
Bergkirchen,2020-11-15T17:14:18+01:00,124,96
Dachau,2020-11-15T17:14:18+01:00,813,632
Erdweg,2020-11-15T17:14:18+01:00,69,53
Haimhausen,2020-11-15T17:14:18+01:00,59,53
Hebertshausen,2020-11-15T17:14:18+01:00,61,47
Hilgertshausen-Tandern,2020-11-15T17:14:18+01:00,32,18
Karlsfeld,2020-11-15T17:14:18+01:00,529,331
Markt Indersdorf,2020-11-15T17:14:18+01:00,141,101
Odelzhausen,2020-11-15T17:14:18+01:00,67,56
Petershausen,2020-11-15T17:14:18+01:00,54,44
Pfaffenhofen a.d. Glonn,2020-11-15T17:14:18+01:00,29,18
Röhrmoos,2020-11-15T17:14:18+01:00,166,143
Schwabhausen,2020-11-15T17:14:18+01:00,109,82
Sulzemoos,2020-11-15T17:14:18+01:00,45,26
Vierkirchen,2020-11-15T17:14:18+01:00,52,51
Weichs,2020-11-15T17:14:18+01:00,44,42
