Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-26T17:13:08+01:00,154,135
Bergkirchen,2020-11-26T17:13:08+01:00,147,123
Dachau,2020-11-26T17:13:08+01:00,1014,816
Erdweg,2020-11-26T17:13:08+01:00,91,76
Haimhausen,2020-11-26T17:13:08+01:00,95,60
Hebertshausen,2020-11-26T17:13:08+01:00,69,62
Hilgertshausen-Tandern,2020-11-26T17:13:08+01:00,35,32
Karlsfeld,2020-11-26T17:13:08+01:00,662,484
Markt Indersdorf,2020-11-26T17:13:08+01:00,167,141
Odelzhausen,2020-11-26T17:13:08+01:00,100,67
Petershausen,2020-11-26T17:13:08+01:00,66,54
Pfaffenhofen a.d. Glonn,2020-11-26T17:13:08+01:00,32,29
Röhrmoos,2020-11-26T17:13:08+01:00,172,158
Schwabhausen,2020-11-26T17:13:08+01:00,129,109
Sulzemoos,2020-11-26T17:13:08+01:00,51,44
Vierkirchen,2020-11-26T17:13:08+01:00,57,53
Weichs,2020-11-26T17:13:08+01:00,45,44
