Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-19T17:08:58+01:00,225,180
Bergkirchen,2020-12-19T17:08:58+01:00,189,158
Dachau,2020-12-19T17:08:58+01:00,1406,1231
Erdweg,2020-12-19T17:08:58+01:00,146,116
Haimhausen,2020-12-19T17:08:58+01:00,124,111
Hebertshausen,2020-12-19T17:08:58+01:00,92,86
Hilgertshausen-Tandern,2020-12-19T17:08:58+01:00,63,47
Karlsfeld,2020-12-19T17:08:58+01:00,900,755
Markt Indersdorf,2020-12-19T17:08:58+01:00,261,208
Odelzhausen,2020-12-19T17:08:58+01:00,123,108
Petershausen,2020-12-19T17:08:58+01:00,85,76
Pfaffenhofen a.d. Glonn,2020-12-19T17:08:58+01:00,50,39
Röhrmoos,2020-12-19T17:08:58+01:00,197,183
Schwabhausen,2020-12-19T17:08:58+01:00,166,146
Sulzemoos,2020-12-19T17:08:58+01:00,77,66
Vierkirchen,2020-12-19T17:08:58+01:00,77,64
Weichs,2020-12-19T17:08:58+01:00,60,52
