Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-01T17:14:02+01:00,273,260
Bergkirchen,2021-02-01T17:14:02+01:00,234,216
Dachau,2021-02-01T17:14:02+01:00,1792,1706
Erdweg,2021-02-01T17:14:02+01:00,187,184
Haimhausen,2021-02-01T17:14:02+01:00,170,167
Hebertshausen,2021-02-01T17:14:02+01:00,123,114
Hilgertshausen-Tandern,2021-02-01T17:14:02+01:00,87,78
Karlsfeld,2021-02-01T17:14:02+01:00,1063,1000
Markt Indersdorf,2021-02-01T17:14:02+01:00,347,308
Odelzhausen,2021-02-01T17:14:02+01:00,143,138
Petershausen,2021-02-01T17:14:02+01:00,127,104
Pfaffenhofen a.d. Glonn,2021-02-01T17:14:02+01:00,68,61
Röhrmoos,2021-02-01T17:14:02+01:00,323,266
Schwabhausen,2021-02-01T17:14:02+01:00,209,203
Sulzemoos,2021-02-01T17:14:02+01:00,90,87
Vierkirchen,2021-02-01T17:14:02+01:00,142,138
Weichs,2021-02-01T17:14:02+01:00,143,92
