Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-08-29T15:37:00+02:00,92,91
Bergkirchen,2020-08-29T15:37:00+02:00,72,66
Dachau,2020-08-29T15:37:00+02:00,287,263
Erdweg,2020-08-29T15:37:00+02:00,33,32
Haimhausen,2020-08-29T15:37:00+02:00,29,29
Hebertshausen,2020-08-29T15:37:00+02:00,30,29
Hilgertshausen-Tandern,2020-08-29T15:37:00+02:00,14,14
Karlsfeld,2020-08-29T15:37:00+02:00,198,159
Markt Indersdorf,2020-08-29T15:37:00+02:00,71,66
Odelzhausen,2020-08-29T15:37:00+02:00,24,21
Petershausen,2020-08-29T15:37:00+02:00,32,31
Pfaffenhofen a.d. Glonn,2020-08-29T15:37:00+02:00,9,9
Röhrmoos,2020-08-29T15:37:00+02:00,116,109
Schwabhausen,2020-08-29T15:37:00+02:00,34,31
Sulzemoos,2020-08-29T15:37:00+02:00,13,12
Vierkirchen,2020-08-29T15:37:00+02:00,36,34
Weichs,2020-08-29T15:37:00+02:00,25,22
