Kommune,Timestamp,Recovered
Altomünster,2022-04-07T21:09:54+02:00,1774
Bergkirchen,2022-04-07T21:09:54+02:00,1679
Dachau,2022-04-07T21:09:54+02:00,11002
Erdweg,2022-04-07T21:09:54+02:00,1369
Haimhausen,2022-04-07T21:09:54+02:00,1116
Hebertshausen,2022-04-07T21:09:54+02:00,1118
Hilgertshausen-Tandern,2022-04-07T21:09:54+02:00,604
Karlsfeld,2022-04-07T21:09:54+02:00,5385
Markt Indersdorf,2022-04-07T21:09:54+02:00,2308
Odelzhausen,2022-04-07T21:09:54+02:00,1162
Petershausen,2022-04-07T21:09:54+02:00,1232
Pfaffenhofen a.d. Glonn,2022-04-07T21:09:54+02:00,483
Röhrmoos,2022-04-07T21:09:54+02:00,1539
Schwabhausen,2022-04-07T21:09:54+02:00,1355
Sulzemoos,2022-04-07T21:09:54+02:00,576
Vierkirchen,2022-04-07T21:09:54+02:00,874
Weichs,2022-04-07T21:09:54+02:00,793
