Kommune,Timestamp,Recovered
Altomünster,2021-10-07T21:12:33+02:00,454
Bergkirchen,2021-10-07T21:12:33+02:00,422
Dachau,2021-10-07T21:12:33+02:00,2974
Erdweg,2021-10-07T21:12:33+02:00,371
Haimhausen,2021-10-07T21:12:33+02:00,264
Hebertshausen,2021-10-07T21:12:33+02:00,239
Hilgertshausen-Tandern,2021-10-07T21:12:33+02:00,166
Karlsfeld,2021-10-07T21:12:33+02:00,1607
Markt Indersdorf,2021-10-07T21:12:33+02:00,635
Odelzhausen,2021-10-07T21:12:33+02:00,304
Petershausen,2021-10-07T21:12:33+02:00,309
Pfaffenhofen a.d. Glonn,2021-10-07T21:12:33+02:00,107
Röhrmoos,2021-10-07T21:12:33+02:00,429
Schwabhausen,2021-10-07T21:12:33+02:00,368
Sulzemoos,2021-10-07T21:12:33+02:00,139
Vierkirchen,2021-10-07T21:12:33+02:00,270
Weichs,2021-10-07T21:12:33+02:00,204
