Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-29T17:15:23+01:00,247,220
Bergkirchen,2020-12-29T17:15:23+01:00,204,189
Dachau,2020-12-29T17:15:23+01:00,1557,1402
Erdweg,2020-12-29T17:15:23+01:00,163,148
Haimhausen,2020-12-29T17:15:23+01:00,142,128
Hebertshausen,2020-12-29T17:15:23+01:00,101,91
Hilgertshausen-Tandern,2020-12-29T17:15:23+01:00,67,62
Karlsfeld,2020-12-29T17:15:23+01:00,955,874
Markt Indersdorf,2020-12-29T17:15:23+01:00,282,250
Odelzhausen,2020-12-29T17:15:23+01:00,131,122
Petershausen,2020-12-29T17:15:23+01:00,92,83
Pfaffenhofen a.d. Glonn,2020-12-29T17:15:23+01:00,58,52
Röhrmoos,2020-12-29T17:15:23+01:00,205,192
Schwabhausen,2020-12-29T17:15:23+01:00,178,164
Sulzemoos,2020-12-29T17:15:23+01:00,80,78
Vierkirchen,2020-12-29T17:15:23+01:00,94,76
Weichs,2020-12-29T17:15:23+01:00,68,63
