Kommune,Timestamp,Recovered
Altomünster,2021-09-09T21:13:26+02:00,420
Bergkirchen,2021-09-09T21:13:26+02:00,403
Dachau,2021-09-09T21:13:26+02:00,2686
Erdweg,2021-09-09T21:13:26+02:00,342
Haimhausen,2021-09-09T21:13:26+02:00,236
Hebertshausen,2021-09-09T21:13:26+02:00,228
Hilgertshausen-Tandern,2021-09-09T21:13:26+02:00,158
Karlsfeld,2021-09-09T21:13:26+02:00,1483
Markt Indersdorf,2021-09-09T21:13:26+02:00,595
Odelzhausen,2021-09-09T21:13:26+02:00,251
Petershausen,2021-09-09T21:13:26+02:00,286
Pfaffenhofen a.d. Glonn,2021-09-09T21:13:26+02:00,96
Röhrmoos,2021-09-09T21:13:26+02:00,418
Schwabhausen,2021-09-09T21:13:26+02:00,351
Sulzemoos,2021-09-09T21:13:26+02:00,135
Vierkirchen,2021-09-09T21:13:26+02:00,253
Weichs,2021-09-09T21:13:26+02:00,195
