Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-27T17:11:29+01:00,269,258
Bergkirchen,2021-01-27T17:11:29+01:00,230,214
Dachau,2021-01-27T17:11:29+01:00,1781,1693
Erdweg,2021-01-27T17:11:29+01:00,187,179
Haimhausen,2021-01-27T17:11:29+01:00,169,163
Hebertshausen,2021-01-27T17:11:29+01:00,120,114
Hilgertshausen-Tandern,2021-01-27T17:11:29+01:00,86,77
Karlsfeld,2021-01-27T17:11:29+01:00,1053,993
Markt Indersdorf,2021-01-27T17:11:29+01:00,344,306
Odelzhausen,2021-01-27T17:11:29+01:00,142,138
Petershausen,2021-01-27T17:11:29+01:00,118,101
Pfaffenhofen a.d. Glonn,2021-01-27T17:11:29+01:00,62,60
Röhrmoos,2021-01-27T17:11:29+01:00,317,227
Schwabhausen,2021-01-27T17:11:29+01:00,208,202
Sulzemoos,2021-01-27T17:11:29+01:00,90,86
Vierkirchen,2021-01-27T17:11:29+01:00,141,137
Weichs,2021-01-27T17:11:29+01:00,131,90
