Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-04T17:13:25+01:00,169,143
Bergkirchen,2020-12-04T17:13:25+01:00,163,138
Dachau,2020-12-04T17:13:25+01:00,1150,986
Erdweg,2020-12-04T17:13:25+01:00,107,86
Haimhausen,2020-12-04T17:13:25+01:00,106,76
Hebertshausen,2020-12-04T17:13:25+01:00,81,66
Hilgertshausen-Tandern,2020-12-04T17:13:25+01:00,42,35
Karlsfeld,2020-12-04T17:13:25+01:00,758,603
Markt Indersdorf,2020-12-04T17:13:25+01:00,212,164
Odelzhausen,2020-12-04T17:13:25+01:00,106,97
Petershausen,2020-12-04T17:13:25+01:00,76,61
Pfaffenhofen a.d. Glonn,2020-12-04T17:13:25+01:00,36,32
Röhrmoos,2020-12-04T17:13:25+01:00,183,163
Schwabhausen,2020-12-04T17:13:25+01:00,138,124
Sulzemoos,2020-12-04T17:13:25+01:00,64,48
Vierkirchen,2020-12-04T17:13:25+01:00,61,55
Weichs,2020-12-04T17:13:25+01:00,47,45
