Kommune,Timestamp,Confirmed
Altomünster,2021-10-04T21:15:10+02:00,476
Bergkirchen,2021-10-04T21:15:10+02:00,433
Dachau,2021-10-04T21:15:10+02:00,3052
Erdweg,2021-10-04T21:15:10+02:00,385
Haimhausen,2021-10-04T21:15:10+02:00,271
Hebertshausen,2021-10-04T21:15:10+02:00,242
Hilgertshausen-Tandern,2021-10-04T21:15:10+02:00,175
Karlsfeld,2021-10-04T21:15:10+02:00,1706
Markt Indersdorf,2021-10-04T21:15:10+02:00,662
Odelzhausen,2021-10-04T21:15:10+02:00,324
Petershausen,2021-10-04T21:15:10+02:00,334
Pfaffenhofen a.d. Glonn,2021-10-04T21:15:10+02:00,110
Röhrmoos,2021-10-04T21:15:10+02:00,458
Schwabhausen,2021-10-04T21:15:10+02:00,378
Sulzemoos,2021-10-04T21:15:10+02:00,145
Vierkirchen,2021-10-04T21:15:10+02:00,277
Weichs,2021-10-04T21:15:10+02:00,229
