Kommune,Timestamp,Recovered
Altomünster,2022-03-28T21:14:59+02:00,1546
Bergkirchen,2022-03-28T21:14:59+02:00,1522
Dachau,2022-03-28T21:14:59+02:00,10075
Erdweg,2022-03-28T21:14:59+02:00,1229
Haimhausen,2022-03-28T21:14:59+02:00,1027
Hebertshausen,2022-03-28T21:14:59+02:00,974
Hilgertshausen-Tandern,2022-03-28T21:14:59+02:00,536
Karlsfeld,2022-03-28T21:14:59+02:00,4964
Markt Indersdorf,2022-03-28T21:14:59+02:00,2129
Odelzhausen,2022-03-28T21:14:59+02:00,1023
Petershausen,2022-03-28T21:14:59+02:00,1090
Pfaffenhofen a.d. Glonn,2022-03-28T21:14:59+02:00,435
Röhrmoos,2022-03-28T21:14:59+02:00,1342
Schwabhausen,2022-03-28T21:14:59+02:00,1224
Sulzemoos,2022-03-28T21:14:59+02:00,517
Vierkirchen,2022-03-28T21:14:59+02:00,799
Weichs,2022-03-28T21:14:59+02:00,741
