Kommune,Timestamp,Confirmed
Altomünster,2021-12-02T21:15:03+01:00,656
Bergkirchen,2021-12-02T21:15:03+01:00,631
Dachau,2021-12-02T21:15:03+01:00,4516
Erdweg,2021-12-02T21:15:03+01:00,521
Haimhausen,2021-12-02T21:15:03+01:00,408
Hebertshausen,2021-12-02T21:15:03+01:00,404
Hilgertshausen-Tandern,2021-12-02T21:15:03+01:00,268
Karlsfeld,2021-12-02T21:15:03+01:00,2351
Markt Indersdorf,2021-12-02T21:15:03+01:00,955
Odelzhausen,2021-12-02T21:15:03+01:00,466
Petershausen,2021-12-02T21:15:03+01:00,514
Pfaffenhofen a.d. Glonn,2021-12-02T21:15:03+01:00,171
Röhrmoos,2021-12-02T21:15:03+01:00,635
Schwabhausen,2021-12-02T21:15:03+01:00,578
Sulzemoos,2021-12-02T21:15:03+01:00,238
Vierkirchen,2021-12-02T21:15:03+01:00,397
Weichs,2021-12-02T21:15:03+01:00,354
