Kommune,Timestamp,Confirmed
Altomünster,2022-05-23T21:12:50+02:00,3193
Bergkirchen,2022-05-23T21:12:50+02:00,2994
Dachau,2022-05-23T21:12:50+02:00,18523
Erdweg,2022-05-23T21:12:50+02:00,2451
Haimhausen,2022-05-23T21:12:50+02:00,2163
Hebertshausen,2022-05-23T21:12:50+02:00,2064
Hilgertshausen-Tandern,2022-05-23T21:12:50+02:00,1211
Karlsfeld,2022-05-23T21:12:50+02:00,8784
Markt Indersdorf,2022-05-23T21:12:50+02:00,4010
Odelzhausen,2022-05-23T21:12:50+02:00,2066
Petershausen,2022-05-23T21:12:50+02:00,2412
Pfaffenhofen a.d. Glonn,2022-05-23T21:12:50+02:00,858
Röhrmoos,2022-05-23T21:12:50+02:00,2742
Schwabhausen,2022-05-23T21:12:50+02:00,2507
Sulzemoos,2022-05-23T21:12:50+02:00,1199
Vierkirchen,2022-05-23T21:12:50+02:00,1708
Weichs,2022-05-23T21:12:50+02:00,1372
