Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-10T17:15:16+01:00,120,115
Bergkirchen,2020-11-10T17:15:16+01:00,110,91
Dachau,2020-11-10T17:15:16+01:00,720,594
Erdweg,2020-11-10T17:15:16+01:00,59,51
Haimhausen,2020-11-10T17:15:16+01:00,56,49
Hebertshausen,2020-11-10T17:15:16+01:00,59,45
Hilgertshausen-Tandern,2020-11-10T17:15:16+01:00,23,18
Karlsfeld,2020-11-10T17:15:16+01:00,468,311
Markt Indersdorf,2020-11-10T17:15:16+01:00,128,94
Odelzhausen,2020-11-10T17:15:16+01:00,62,53
Petershausen,2020-11-10T17:15:16+01:00,51,43
Pfaffenhofen a.d. Glonn,2020-11-10T17:15:16+01:00,22,18
Röhrmoos,2020-11-10T17:15:16+01:00,158,143
Schwabhausen,2020-11-10T17:15:16+01:00,98,74
Sulzemoos,2020-11-10T17:15:16+01:00,42,26
Vierkirchen,2020-11-10T17:15:16+01:00,52,49
Weichs,2020-11-10T17:15:16+01:00,43,37
