Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-11T17:14:43+01:00,278,268
Bergkirchen,2021-02-11T17:14:43+01:00,246,228
Dachau,2021-02-11T17:14:43+01:00,1806,1761
Erdweg,2021-02-11T17:14:43+01:00,189,187
Haimhausen,2021-02-11T17:14:43+01:00,171,168
Hebertshausen,2021-02-11T17:14:43+01:00,125,121
Hilgertshausen-Tandern,2021-02-11T17:14:43+01:00,90,87
Karlsfeld,2021-02-11T17:14:43+01:00,1082,1016
Markt Indersdorf,2021-02-11T17:14:43+01:00,354,329
Odelzhausen,2021-02-11T17:14:43+01:00,151,139
Petershausen,2021-02-11T17:14:43+01:00,134,124
Pfaffenhofen a.d. Glonn,2021-02-11T17:14:43+01:00,73,63
Röhrmoos,2021-02-11T17:14:43+01:00,326,300
Schwabhausen,2021-02-11T17:14:43+01:00,210,207
Sulzemoos,2021-02-11T17:14:43+01:00,95,89
Vierkirchen,2021-02-11T17:14:43+01:00,143,141
Weichs,2021-02-11T17:14:43+01:00,155,102
