Kommune,Timestamp,Confirmed
Altomünster,2021-10-28T21:12:13+02:00,501
Bergkirchen,2021-10-28T21:12:13+02:00,451
Dachau,2021-10-28T21:12:13+02:00,3328
Erdweg,2021-10-28T21:12:13+02:00,411
Haimhausen,2021-10-28T21:12:13+02:00,304
Hebertshausen,2021-10-28T21:12:13+02:00,268
Hilgertshausen-Tandern,2021-10-28T21:12:13+02:00,198
Karlsfeld,2021-10-28T21:12:13+02:00,1800
Markt Indersdorf,2021-10-28T21:12:13+02:00,689
Odelzhausen,2021-10-28T21:12:13+02:00,348
Petershausen,2021-10-28T21:12:13+02:00,420
Pfaffenhofen a.d. Glonn,2021-10-28T21:12:13+02:00,116
Röhrmoos,2021-10-28T21:12:13+02:00,499
Schwabhausen,2021-10-28T21:12:13+02:00,397
Sulzemoos,2021-10-28T21:12:13+02:00,169
Vierkirchen,2021-10-28T21:12:13+02:00,296
Weichs,2021-10-28T21:12:13+02:00,251
