Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-26T17:13:37+01:00,268,258
Bergkirchen,2021-01-26T17:13:37+01:00,230,214
Dachau,2021-01-26T17:13:37+01:00,1774,1690
Erdweg,2021-01-26T17:13:37+01:00,187,178
Haimhausen,2021-01-26T17:13:37+01:00,169,163
Hebertshausen,2021-01-26T17:13:37+01:00,119,113
Hilgertshausen-Tandern,2021-01-26T17:13:37+01:00,86,77
Karlsfeld,2021-01-26T17:13:37+01:00,1052,991
Markt Indersdorf,2021-01-26T17:13:37+01:00,340,306
Odelzhausen,2021-01-26T17:13:37+01:00,142,138
Petershausen,2021-01-26T17:13:37+01:00,118,99
Pfaffenhofen a.d. Glonn,2021-01-26T17:13:37+01:00,62,60
Röhrmoos,2021-01-26T17:13:37+01:00,315,225
Schwabhausen,2021-01-26T17:13:37+01:00,208,201
Sulzemoos,2021-01-26T17:13:37+01:00,90,86
Vierkirchen,2021-01-26T17:13:37+01:00,141,137
Weichs,2021-01-26T17:13:37+01:00,119,90
