Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-07T17:13:11+01:00,292,280
Bergkirchen,2021-03-07T17:13:11+01:00,254,243
Dachau,2021-03-07T17:13:11+01:00,1871,1813
Erdweg,2021-03-07T17:13:11+01:00,219,210
Haimhausen,2021-03-07T17:13:11+01:00,172,171
Hebertshausen,2021-03-07T17:13:11+01:00,128,125
Hilgertshausen-Tandern,2021-03-07T17:13:11+01:00,96,92
Karlsfeld,2021-03-07T17:13:11+01:00,1111,1054
Markt Indersdorf,2021-03-07T17:13:11+01:00,370,350
Odelzhausen,2021-03-07T17:13:11+01:00,173,162
Petershausen,2021-03-07T17:13:11+01:00,141,136
Pfaffenhofen a.d. Glonn,2021-03-07T17:13:11+01:00,74,72
Röhrmoos,2021-03-07T17:13:11+01:00,333,316
Schwabhausen,2021-03-07T17:13:11+01:00,215,210
Sulzemoos,2021-03-07T17:13:11+01:00,96,95
Vierkirchen,2021-03-07T17:13:11+01:00,149,141
Weichs,2021-03-07T17:13:11+01:00,159,136
