Kommune,Timestamp,Confirmed
Altomünster,2021-08-16T21:15:19+02:00,422
Bergkirchen,2021-08-16T21:15:19+02:00,385
Dachau,2021-08-16T21:15:19+02:00,2626
Erdweg,2021-08-16T21:15:19+02:00,335
Haimhausen,2021-08-16T21:15:19+02:00,232
Hebertshausen,2021-08-16T21:15:19+02:00,225
Hilgertshausen-Tandern,2021-08-16T21:15:19+02:00,153
Karlsfeld,2021-08-16T21:15:19+02:00,1487
Markt Indersdorf,2021-08-16T21:15:19+02:00,597
Odelzhausen,2021-08-16T21:15:19+02:00,254
Petershausen,2021-08-16T21:15:19+02:00,276
Pfaffenhofen a.d. Glonn,2021-08-16T21:15:19+02:00,97
Röhrmoos,2021-08-16T21:15:19+02:00,428
Schwabhausen,2021-08-16T21:15:19+02:00,338
Sulzemoos,2021-08-16T21:15:19+02:00,134
Vierkirchen,2021-08-16T21:15:19+02:00,250
Weichs,2021-08-16T21:15:19+02:00,207
