Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-22T17:14:06+01:00,230,195
Bergkirchen,2020-12-22T17:14:06+01:00,198,171
Dachau,2020-12-22T17:14:06+01:00,1449,1306
Erdweg,2020-12-22T17:14:06+01:00,149,120
Haimhausen,2020-12-22T17:14:06+01:00,130,116
Hebertshausen,2020-12-22T17:14:06+01:00,94,87
Hilgertshausen-Tandern,2020-12-22T17:14:06+01:00,64,54
Karlsfeld,2020-12-22T17:14:06+01:00,921,799
Markt Indersdorf,2020-12-22T17:14:06+01:00,272,228
Odelzhausen,2020-12-22T17:14:06+01:00,123,117
Petershausen,2020-12-22T17:14:06+01:00,86,80
Pfaffenhofen a.d. Glonn,2020-12-22T17:14:06+01:00,54,44
Röhrmoos,2020-12-22T17:14:06+01:00,201,185
Schwabhausen,2020-12-22T17:14:06+01:00,171,154
Sulzemoos,2020-12-22T17:14:06+01:00,77,70
Vierkirchen,2020-12-22T17:14:06+01:00,80,69
Weichs,2020-12-22T17:14:06+01:00,62,57
