Kommune,Timestamp,Recovered
Altomünster,2022-04-11T21:11:50+02:00,1858
Bergkirchen,2022-04-11T21:11:50+02:00,1740
Dachau,2022-04-11T21:11:50+02:00,11338
Erdweg,2022-04-11T21:11:50+02:00,1419
Haimhausen,2022-04-11T21:11:50+02:00,1154
Hebertshausen,2022-04-11T21:11:50+02:00,1176
Hilgertshausen-Tandern,2022-04-11T21:11:50+02:00,643
Karlsfeld,2022-04-11T21:11:50+02:00,5545
Markt Indersdorf,2022-04-11T21:11:50+02:00,2412
Odelzhausen,2022-04-11T21:11:50+02:00,1221
Petershausen,2022-04-11T21:11:50+02:00,1285
Pfaffenhofen a.d. Glonn,2022-04-11T21:11:50+02:00,500
Röhrmoos,2022-04-11T21:11:50+02:00,1611
Schwabhausen,2022-04-11T21:11:50+02:00,1397
Sulzemoos,2022-04-11T21:11:50+02:00,607
Vierkirchen,2022-04-11T21:11:50+02:00,912
Weichs,2022-04-11T21:11:50+02:00,823
