Kommune,Timestamp,Confirmed
Altomünster,2021-07-22T21:14:28+02:00,412
Bergkirchen,2021-07-22T21:14:28+02:00,378
Dachau,2021-07-22T21:14:28+02:00,2585
Erdweg,2021-07-22T21:14:28+02:00,324
Haimhausen,2021-07-22T21:14:28+02:00,230
Hebertshausen,2021-07-22T21:14:28+02:00,224
Hilgertshausen-Tandern,2021-07-22T21:14:28+02:00,152
Karlsfeld,2021-07-22T21:14:28+02:00,1472
Markt Indersdorf,2021-07-22T21:14:28+02:00,587
Odelzhausen,2021-07-22T21:14:28+02:00,252
Petershausen,2021-07-22T21:14:28+02:00,271
Pfaffenhofen a.d. Glonn,2021-07-22T21:14:28+02:00,97
Röhrmoos,2021-07-22T21:14:28+02:00,419
Schwabhausen,2021-07-22T21:14:28+02:00,308
Sulzemoos,2021-07-22T21:14:28+02:00,133
Vierkirchen,2021-07-22T21:14:28+02:00,238
Weichs,2021-07-22T21:14:28+02:00,201
