Kommune,Timestamp,Confirmed
Altomünster,2022-01-27T21:14:37+01:00,935
Bergkirchen,2022-01-27T21:14:37+01:00,1090
Dachau,2022-01-27T21:14:37+01:00,7381
Erdweg,2022-01-27T21:14:37+01:00,782
Haimhausen,2022-01-27T21:14:37+01:00,753
Hebertshausen,2022-01-27T21:14:37+01:00,678
Hilgertshausen-Tandern,2022-01-27T21:14:37+01:00,353
Karlsfeld,2022-01-27T21:14:37+01:00,3895
Markt Indersdorf,2022-01-27T21:14:37+01:00,1491
Odelzhausen,2022-01-27T21:14:37+01:00,743
Petershausen,2022-01-27T21:14:37+01:00,808
Pfaffenhofen a.d. Glonn,2022-01-27T21:14:37+01:00,303
Röhrmoos,2022-01-27T21:14:37+01:00,931
Schwabhausen,2022-01-27T21:14:37+01:00,909
Sulzemoos,2022-01-27T21:14:37+01:00,375
Vierkirchen,2022-01-27T21:14:37+01:00,560
Weichs,2022-01-27T21:14:37+01:00,592
