Kommune,Timestamp,Recovered
Altomünster,2021-09-30T21:13:47+02:00,442
Bergkirchen,2021-09-30T21:13:47+02:00,419
Dachau,2021-09-30T21:13:47+02:00,2923
Erdweg,2021-09-30T21:13:47+02:00,363
Haimhausen,2021-09-30T21:13:47+02:00,258
Hebertshausen,2021-09-30T21:13:47+02:00,238
Hilgertshausen-Tandern,2021-09-30T21:13:47+02:00,163
Karlsfeld,2021-09-30T21:13:47+02:00,1578
Markt Indersdorf,2021-09-30T21:13:47+02:00,630
Odelzhausen,2021-09-30T21:13:47+02:00,287
Petershausen,2021-09-30T21:13:47+02:00,305
Pfaffenhofen a.d. Glonn,2021-09-30T21:13:47+02:00,107
Röhrmoos,2021-09-30T21:13:47+02:00,427
Schwabhausen,2021-09-30T21:13:47+02:00,361
Sulzemoos,2021-09-30T21:13:47+02:00,137
Vierkirchen,2021-09-30T21:13:47+02:00,270
Weichs,2021-09-30T21:13:47+02:00,204
